select customer_id , amount, Rank() OVER( ORDER BY amount desc ) AmountRank, 
Rank() OVER( PARTITION BY customer_id ORDER BY amount desc) RankAmountCustomer
from payment
order by  amountrank asc

592	11.99	1	1
362	11.99	1	1
195	11.99	1	1
204	11.99	1	1
13	11.99	1	1
237	11.99	1	1
116	11.99	1	1
591	11.99	1	1
481	10.99	9	1
2	10.99	9	1
468	10.99	9	1
441	10.99	9	1
459	10.99	9	1
520	10.99	9	1
470	10.99	9	1
377	10.99	9	1
470	10.99	9	1
206	10.99	9	1
457	10.99	9	1
565	10.99	9	1
212	10.99	9	1
33	10.99	9	1
410	10.99	9	1
196	10.99	9	1
388	10.99	9	1
562	10.99	9	1
168	10.99	9	1
529	10.99	9	1
12	10.99	9	1
404	10.99	9	1
127	10.99	9	1
136	10.99	9	1
260	10.99	9	1
347	10.99	9	1
331	10.99	9	1
573	10.99	9	1
448	10.99	9	1
297	10.99	9	1
187	10.99	9	1
221	10.99	9	1
54	10.99	9	1
367	10.99	9	1
426	10.99	9	1
545	10.99	9	1
245	10.99	9	1
380	10.99	9	1
149	10.99	9	1
414	10.99	9	1
272	10.99	9	1
277	10.99	9	1
511	10.99	9	1
364	10.99	9	1
29	10.99	9	1
477	10.99	9	1
531	10.99	9	1
418	10.99	9	1
333	10.99	9	1
372	10.99	9	1
78	10.99	9	1
45	10.99	9	1
87	10.99	9	1
558	10.99	9	1
516	10.99	9	1
345	10.99	9	1
550	10.99	9	1
220	10.99	9	1
148	10.99	9	1
300	10.99	9	1
114	10.99	9	1
301	10.99	9	1
307	10.99	9	1
76	10.99	9	1
477	10.99	9	1
544	10.99	9	1
292	10.99	9	1
595	10.99	9	1
420	10.99	9	1
469	10.99	9	1
567	10.99	9	1
371	10.99	9	1
163	10.99	9	1
460	10.99	9	1
426	10.99	9	1
129	10.99	9	1
310	10.99	9	1
526	10.99	9	1
561	10.99	9	1
542	10.99	9	1
572	10.99	9	1
49	10.99	9	1
50	10.99	9	1
571	10.99	9	1
3	10.99	9	1
178	10.99	9	1
259	10.99	9	1
459	10.99	9	1
550	10.99	9	1
232	10.99	9	1
140	10.99	9	1
200	10.99	9	1
564	10.99	9	1
86	10.99	9	1
203	10.99	9	1
336	10.99	9	1
148	10.99	9	1
434	10.99	9	1
21	10.99	9	1
282	9.99	108	1
480	9.99	108	1
480	9.99	108	1
5	9.99	108	1
533	9.99	108	1
551	9.99	108	1
468	9.99	108	2
102	9.99	108	1
434	9.99	108	2
86	9.99	108	2
505	9.99	108	1
32	9.99	108	1
111	9.99	108	1
131	9.99	108	1
263	9.99	108	1
424	9.99	108	1
422	9.99	108	1
190	9.99	108	1
280	9.99	108	1
592	9.99	108	2
549	9.99	108	1
510	9.99	108	1
327	9.99	108	1
134	9.99	108	1
573	9.99	108	2
439	9.99	108	1
497	9.99	108	1
61	9.99	108	1
131	9.99	108	1
506	9.99	108	1
467	9.99	108	1
414	9.99	108	2
214	9.99	108	1
139	9.99	108	1
315	9.99	108	1
120	9.99	108	1
343	9.99	108	1
522	9.99	108	1
120	9.99	108	1
70	9.99	108	1
467	9.99	108	1
120	9.99	108	1
288	9.99	108	1
171	9.99	108	1
446	9.99	108	1
279	9.99	108	1
440	9.99	108	1
75	9.99	108	1
360	9.99	108	1
270	9.99	108	1
197	9.99	108	1
513	9.99	108	1
37	9.99	108	1
506	9.99	108	1
371	9.99	108	2
81	9.99	108	1
170	9.99	108	1
156	9.99	108	1
40	9.99	108	1
169	9.99	108	1
21	9.99	108	2
31	9.99	108	1
529	9.99	108	2
206	9.99	108	2
368	9.99	108	1
185	9.99	108	1
506	9.99	108	1
560	9.99	108	1
550	9.99	108	3
207	9.99	108	1
125	9.99	108	1
487	9.99	108	1
44	9.99	108	1
582	9.99	108	1
73	9.99	108	1
258	9.99	108	1
295	9.99	108	1
417	9.99	108	1
459	9.99	108	3
295	9.99	108	1
475	9.99	108	1
84	9.99	108	1
150	9.99	108	1
79	9.99	108	1
41	9.99	108	1
117	9.99	108	1
469	9.99	108	2
137	9.99	108	1
90	9.99	108	1
121	9.99	108	1
468	9.99	108	2
184	9.99	108	1
13	9.99	108	2
13	9.99	108	2
558	9.99	108	2
269	9.99	108	1
300	9.99	108	2
484	9.99	108	1
558	9.99	108	2
11	9.99	108	1
36	9.99	108	1
363	9.99	108	1
144	9.99	108	1
26	9.99	108	1
508	9.99	108	1
454	9.99	108	1
407	9.99	108	1
407	9.99	108	1
489	9.99	108	1
563	9.99	108	1
51	9.99	108	1
280	9.99	108	1
209	9.99	108	1
454	9.99	108	1
299	9.99	108	1
526	9.99	108	2
403	9.99	108	1
528	9.99	108	1
348	9.99	108	1
19	9.99	108	1
445	9.99	108	1
322	9.99	108	1
87	9.99	108	2
591	9.99	108	2
542	9.99	108	2
189	9.99	108	1
231	9.99	108	1
293	9.99	108	1
542	9.99	108	2
45	9.99	108	2
579	9.99	108	1
372	9.99	108	2
230	9.99	108	1
265	9.99	108	1
82	9.99	108	1
585	9.99	108	1
275	9.99	108	1
286	9.99	108	1
392	9.99	108	1
201	9.99	108	1
140	9.99	108	2
436	9.99	108	1
436	9.99	108	1
423	9.99	108	1
285	9.99	108	1
285	9.99	108	1
285	9.99	108	1
285	9.99	108	1
177	9.99	108	1
382	9.99	108	1
187	9.99	108	2
423	9.99	108	1
448	9.99	108	2
436	9.99	108	1
448	9.99	108	2
569	9.99	108	1
502	9.99	108	1
423	9.99	108	1
1	9.99	108	1
436	9.99	108	1
212	9.99	108	2
311	9.99	108	1
57	9.99	108	1
554	9.99	108	1
462	9.99	108	1
340	9.99	108	1
57	9.99	108	1
398	9.99	108	1
138	9.99	108	1
476	9.99	108	1
22	9.99	108	1
8	9.99	108	1
50	9.99	108	2
579	9.99	108	1
105	9.99	108	1
28	9.99	108	1
590	9.99	108	1
226	9.99	108	1
19	9.99	108	1
585	9.99	108	1
58	9.99	108	1
325	9.99	108	1
443	9.99	108	1
589	9.99	108	1
207	9.99	108	1
494	9.99	108	1
384	9.99	108	1
23	9.99	108	1
550	9.99	108	3
512	9.99	108	1
244	9.99	108	1
244	9.99	108	1
547	9.99	108	1
595	9.99	108	2
469	9.99	108	2
546	9.99	108	1
544	9.99	108	2
375	9.99	108	1
267	9.99	108	1
148	9.99	108	3
483	9.99	108	1
30	9.99	108	1
181	9.99	108	1
77	9.99	108	1
242	9.99	108	1
49	9.99	108	2
242	9.99	108	1
47	9.99	108	1
495	9.99	108	1
599	9.99	108	1
341	9.99	108	1
249	9.99	108	1
126	9.99	108	1
566	9.99	108	1
32	9.99	108	1
